Estimate,Std. Error,t value,Pr(>|t|)
drink_days3 to 5 days,-0.140884347300976,0.660430791249672,-0.213321894084305,0.831100745489985
drink_days6 to 9 days,0.960145079746684,0.715149892933598,1.34257879254949,0.179582523762001
drink_daysAll 30 days,-10.7299227672277,1.67382880257747,-6.41040633946856,1.861694750482e-10
marijuana_use1 to 2 times,-0.451696991917309,0.533778533268836,-0.846225473233508,0.397542669630927
marijuana_use10 to 19 times,1.07136371475516,0.92599564955984,1.1569856891492,0.247436108520412
marijuana_use20 to 39 times,-1.64323586593968,1.12756477810984,-1.45733167427797,0.145204259198173
marijuana_use3 to 9 times,0.248847442074748,0.59365510337745,0.419178476962454,0.675137146442453
marijuana_use40 or more times,0.631519708180402,0.885432871352358,0.713232734646339,0.475796850035492
drug_cocaine1 to 2 times,1.80254667621982,0.876655292187556,2.05616357111339,0.0399147705834458
drug_cocaine10 to 19 times,-2.30892759014976,3.2901198580878,-0.701776132706513,0.48291210270442
drug_cocaine20 to 39 times,-1.92710548882166,6.44626076387112,-0.29894935365047,0.765014184897928
drug_cocaine3 to 9 times,-0.881122689503339,1.51048255262187,-0.583338541695766,0.559740588512207
drug_cocaine40 or more times,1.59796283034717,3.47893025665203,0.459325917009034,0.646057188320427
drug_inhalents1 to 2 times,-2.21132127711754,0.869664211869229,-2.54272999502255,0.0110845070503937
drug_inhalents10 to 19 times,-0.401828943445024,1.98006122979899,-0.202937635158796,0.8392073692583
drug_inhalents20 to 39 times,2.02476141749846,2.82921356433767,0.71566227555977,0.474295384338799
drug_inhalents3 to 9 times,0.304614616809196,0.962067644836897,0.316624946742532,0.751565968067788
drug_inhalents40 or more times,-11.445558560418,1.26854936287969,-9.02255670558682,4.70843148636951e-19
drug_heroin1 to 2 times,0.0787527889514723,2.10743739206466,0.0373689815166077,0.970195066665993
drug_heroin3 to 9 times,-0.234100571963609,2.22159981522774,-0.105374771081177,0.916090510600946
drug_heroin40 or more times,-10.2682365121483,3.40185471222909,-3.01842300179244,0.00257764096928157
drug_meth1 to 2 times,1.22411091855089,1.39338954646687,0.878513063094804,0.379785953615748
drug_meth20 to 39 times,-8.83752958427286,4.26352350867623,-2.07282299869781,0.0383348287123844
drug_meth3 to 9 times,8.51343339362794,1.83975079884816,4.6274927011626,3.97335108203197e-06
drug_meth40 or more times,0.505567059498261,1.67031404744831,0.302677846881909,0.762171353970209
drug_X1 to 2 times,2.45717982734701,1.02662413098043,2.39345613764251,0.0167952624762301
drug_X10 to 19 times,-5.34576146416846,4.86700628159944,-1.09836748811668,0.272195145295073
drug_X20 to 39 times,-17.7912110013673,4.29710993101402,-4.14027364600583,3.63396935177003e-05
drug_X3 to 9 times,0.307806646123007,1.87082923638623,0.164529525269542,0.869333306623833
drug_X40 or more times,41.3948623249291,4.36561934308245,9.48201367820154,7.81153751033646e-21
drug_Rx_abuse1 to 2 times,-0.978206971203542,0.570366430678307,-1.71505004254933,0.0865130827621064
drug_Rx_abuse10 to 19 times,-0.293179160329772,0.722070534266414,-0.406025653196923,0.684773391819779
drug_Rx_abuse20 to 39 times,0.72819829958981,1.05704768914612,0.688898246566382,0.490978622812757
drug_Rx_abuse3 to 9 times,-0.606575310955955,0.710424260146621,-0.853821223434526,0.393320908593236
drug_Rx_abuse40 or more times,-3.84810235249644,2.84651802525361,-1.35186298430469,0.17659384388111
exercise1 day,0.565395575224465,0.521818506678283,1.08351000968436,0.278731368726875
exercise2 days,-1.11722903051361,0.731474429681452,-1.52736580416098,0.126850785356564
exercise3 days,-0.0889518477910368,0.555892824179543,-0.160016182835825,0.87288679333809
exercise4 days,-1.24388124193161,0.681910016031435,-1.82411346466315,0.0683053786624807
exercise5 days,-0.885512218191426,0.596659245459597,-1.48411714882475,0.137957927479227
exercise6 days,0.578903070282274,0.837060731543082,0.691590285468407,0.489286401187543
exercise7 days,0.541581493476271,0.523402431128764,1.03473247594265,0.300936828289862
sex_contactFemales,-2.56444208768996,0.701737186996275,-3.65441953941023,0.00026536584434909
sex_contactMales,-0.405756397124045,0.461288762518127,-0.87961474480554,0.379188816496084
sex_contactNever had sex,-3.15033233820843,0.546267654323261,-5.76701240367452,9.51967348387912e-09
